AblationType,Gamma,Lambda,Image Cfact logit,Image Fact Logit,Text Cfact Logit,Text Fact Logit,Image Cfact>Fact,Text Cfact>Fact,Image Valid Examples,Text Valid Examples,Image Pos Higher,Text Pos Higher,indexes_cfact_gt_fact_text
last-row-paired,-4.0,4.0,3.2400584146380424,7.159066915512085,2.900452584028244,55.41490650177002,15.447154471544716,4.75,123,400,79.23842592592592,15.796296296296296,"[4, 37, 118, 126, 159, 165, 170, 188, 212, 257, 262, 280, 288, 332, 375, 404, 408, 416, 417]"
last-row-paired,-3.0,3.0,5.357890456914902,10.477321863174438,2.901552051305771,64.27123817801476,17.5,4.433497536945813,160,406,72.82407407407408,13.738425925925926,"[4, 37, 118, 126, 159, 170, 212, 257, 262, 280, 288, 332, 375, 404, 408, 416, 417]"
last-row-paired,-2.0,2.0,11.709896922111511,17.45128545165062,2.8723452240228653,74.44954299926758,26.141078838174277,3.1862745098039214,241,408,56.75925925925926,12.291666666666666,"[4, 118, 126, 159, 212, 257, 262, 280, 288, 375, 416, 417]"
last-row-paired,-1.0,1.0,97.76237835770007,22.56991179380566,2.9286092296242714,84.68470215797424,76.5,1.4598540145985401,400,411,15.793981481481481,11.164351851851851,"[118, 262, 288, 375, 405, 416]"
last-row-paired,0.0,-0.0,133.7392504101299,19.61443948862143,2.9054782167077065,95.53512287139893,81.77458033573141,0.0,417,416,10.886574074074074,9.988425925925926,[]
last-row-paired,1.0,-1.0,136.60682876425562,18.408937003143365,2.9316087029874325,105.4448359310627,83.65384615384616,0.9546539379474941,416,419,10.935185185185185,10.157407407407407,"[1, 65, 150, 409]"
last-row-paired,2.0,-2.0,141.87366551982996,18.324531292448228,3.1498273573815823,95.5566604694177,83.86308068459658,2.7160493827160495,409,405,11.00462962962963,14.546296296296296,"[40, 65, 67, 76, 129, 150, 169, 244, 336, 362, 409]"
last-row-paired,3.0,-3.0,148.88923225906,17.595819221169222,3.4672773490216287,72.13977964354127,83.90243902439025,5.181347150259067,410,386,10.86111111111111,20.09027777777778,"[6, 40, 65, 67, 69, 76, 100, 129, 141, 150, 169, 178, 200, 244, 304, 336, 348, 362, 386]"
last-row-paired,4.0,-4.0,153.31790844265288,15.81083899209625,3.5805949023893655,53.62401339162608,84.31372549019608,8.108108108108109,408,370,11.37962962962963,26.266203703703702,"[5, 6, 40, 52, 63, 65, 67, 69, 76, 100, 119, 129, 141, 150, 161, 163, 169, 176, 178, 200, 244, 304, 322, 336, 362, 366, 380, 386, 413, 422]"
